0,257.1323662996292
1,243.65185117721558
2,234.2323036789894
3,231.64563789963722
4,229.7183575630188
5,228.4312788248062
6,227.01425224542618
7,226.41967672109604
8,225.11201366782188
9,224.5168270766735
10,223.55593517422676
11,223.65312910079956
12,223.59213280677795
13,223.10513386130333
14,221.9057275056839
15,222.04255604743958
16,221.30221983790398
17,221.24665760993958
18,220.26295512914658
19,220.1363779604435
20,219.90686243772507
21,219.6083983182907
22,218.68329337239265
23,219.386724203825
24,218.37232992053032
25,218.0826759636402
26,217.98070567846298
27,217.4009891450405
28,217.09348651766777
29,216.70429664850235
