0,399.66970747709274
1,385.102822303772
2,377.5241807103157
3,374.2588846087456
4,372.2593517303467
5,371.4061406850815
6,369.42149233818054
7,367.0304475426674
8,365.6458837389946
9,363.84902906417847
10,363.81430608034134
11,361.5298820734024
12,361.61671257019043
13,361.31506502628326
14,361.39440286159515
15,360.11741268634796
16,359.85454484820366
17,359.1167280077934
18,358.79287657141685
19,358.5854734182358
20,357.8190368413925
21,357.55569207668304
22,357.19712126255035
23,356.5436000227928
24,356.48053801059723
25,356.2314228415489
26,355.6588552594185
27,355.79105001688004
28,355.5529729127884
29,354.70506724715233
