0,0.5816550254821777
1,0.6201531291007996
2,0.6387620568275452
3,0.6450838446617126
4,0.6500725746154785
5,0.6508644819259644
6,0.6570278406143188
7,0.6585192084312439
8,0.6628612875938416
9,0.6671770215034485
10,0.6658704280853271
11,0.670370876789093
12,0.6706876158714294
13,0.6703840494155884
14,0.6714794635772705
15,0.6734195947647095
16,0.6733139753341675
17,0.6755312085151672
18,0.6750429272651672
19,0.676019549369812
20,0.6774449348449707
21,0.6767850518226624
22,0.6771017909049988
23,0.6795037984848022
24,0.6807971596717834
25,0.6799260973930359
26,0.6808763742446899
27,0.6815098524093628
28,0.6828164458274841
29,0.6805595755577087
