0,640.0293927192688
1,649.4552167654037
2,660.107533454895
3,670.8092300891876
4,657.5970916748047
5,641.6008912324905
6,633.6504044532776
7,633.1557216644287
8,632.6470876932144
9,631.9440732002258
10,631.6908793449402
11,631.2773028612137
12,631.0726056098938
13,630.7088977098465
14,630.923877120018
15,630.2771371603012
16,630.1153610944748
17,629.9068322181702
18,630.0245941877365
19,629.8176151514053
20,629.3714778423309
21,629.071941614151
22,629.3745118379593
23,628.9389996528625
24,628.5881690979004
25,628.2156739234924
26,627.9648324251175
27,627.9195617437363
28,628.0089976787567
29,627.7950639724731
