0,690.1433891057968
1,629.7763565778732
2,610.885418176651
3,596.6437041759491
4,583.0622811317444
5,574.9134696722031
6,570.0810749530792
7,566.2265095710754
8,561.7258353233337
9,559.1711617708206
10,555.0006603002548
11,553.3094767332077
12,550.4724839925766
13,549.1112188100815
14,546.31332218647
15,544.2562599182129
16,541.9687416553497
17,542.3093758821487
18,540.6169360876083
19,538.2588272094727
20,536.6220378875732
21,534.4902786016464
22,531.3096582889557
23,530.1179639101028
24,528.7722547054291
25,527.8331888914108
26,525.2854616641998
27,523.282243847847
28,522.4684423208237
29,518.3658900260925
