0,0.5838062763214111
1,0.651933491230011
2,0.6727200746536255
3,0.6804672479629517
4,0.6864458322525024
5,0.6911046504974365
6,0.6923848390579224
7,0.6953015923500061
8,0.6957107186317444
9,0.6996304988861084
10,0.6998812556266785
11,0.7018609046936035
12,0.701042652130127
13,0.7040649652481079
14,0.7043948769569397
15,0.705054759979248
16,0.7060841917991638
17,0.7030355334281921
18,0.7040253281593323
19,0.7092781066894531
20,0.7079319357872009
21,0.7096608281135559
22,0.7104790806770325
23,0.7111786007881165
24,0.7123531699180603
25,0.7125643491744995
26,0.7140161395072937
27,0.7130790948867798
28,0.7159429788589478
29,0.7140424847602844
