0,400.5627254843712
1,412.29515647888184
2,446.3102554678917
3,436.7215901017189
4,398.4245406985283
5,396.94674426317215
6,395.3844491839409
7,394.86521607637405
8,393.53865510225296
9,393.217755317688
10,392.6397251486778
11,391.6009746789932
12,391.02492594718933
13,389.69603407382965
14,389.1261232495308
15,388.4763344526291
16,386.98546320199966
17,387.0862064361572
18,386.8033723831177
19,385.53655755519867
20,385.47781336307526
21,384.98796451091766
22,384.87219774723053
23,384.22737258672714
24,383.4531357884407
25,383.35725581645966
26,382.82677137851715
27,382.96413546800613
28,382.24159783124924
29,381.53052419424057
