0,931.635865688324
1,817.4580906629562
2,785.6471428871155
3,765.9364680051804
4,749.5322750806808
5,736.528097987175
6,729.3110942840576
7,725.4083111286163
8,719.1807839870453
9,714.5908859968185
10,710.1783043146133
11,707.8283400535583
12,704.0155229568481
13,702.6716035604477
14,698.1751965284348
15,694.7250819206238
16,693.765296459198
17,691.064376115799
18,687.3927444219589
19,684.6734963655472
20,683.8676849603653
21,680.5608316659927
22,676.3428409099579
23,674.7961684465408
24,671.7532910108566
25,671.8952153921127
26,665.9595646858215
27,664.3707617521286
28,660.6224026679993
29,659.1227961778641
