0,400.8002712726593
1,371.35025560855865
2,360.31363689899445
3,356.5593976676464
4,352.7576345205307
5,350.9146771132946
6,349.1867935061455
7,347.05719098448753
8,346.6205490231514
9,345.76830810308456
10,344.71942684054375
11,342.78843411803246
12,342.3862527310848
13,341.8072871863842
14,341.15870824456215
15,340.52857783436775
16,340.3431450724602
17,341.26938611269
18,339.94892659783363
19,337.95018750429153
20,337.771008759737
21,337.1231760382652
22,336.6207504570484
23,335.65536868572235
24,335.32218167185783
25,334.3786637187004
26,334.30063876509666
27,333.8910793364048
28,331.8939734995365
29,333.05273270606995
